,Peak,Name,Citizenship,Sex,Age,Oxy,Dth,Host,Year,Season,Month,Day,Time
248,EVER,"Phu Dorje Sherpa (Pangboche, Khumbu)",Nepal,M,26,Yes,No,Nepal,1988,Aut,Oct,2,10:00
249,EVER,Geoffrey Craig Tabin,USA,M,32,Yes,No,Nepal,1988,Aut,Oct,2,10:00
250,EVER,Peggy Luce,USA,F,29,Yes,No,Nepal,1988,Aut,Oct,2,11:00
251,EVER,Serge Koenig,France,M,30,Yes,No,Nepal,1988,Aut,Oct,13,13:15
252,EVER,Lhakpa Sonam Sherpa (Makalu-Barun),Nepal,M,30,Yes,Yes,Nepal,1988,Aut,Oct,13,13:15
253,EVER,Nil Bohigas Martorell,Spain,M,30,Yes,No,Nepal,1988,Aut,Oct,14,12:50
254,EVER,Lluis Giner Arnabat,Spain,M,25,Yes,No,Nepal,1988,Aut,Oct,14,12:50
255,EVER,Jeronimo Lopez Martinez,Spain,M,37,Yes,No,Nepal,1988,Aut,Oct,14,12:50
256,EVER,"Ang Rita Sherpa (Yilajung, Khumbu)",Nepal,M,40,No,No,Nepal,1988,Aut,Oct,14,12:50
257,EVER,"Nima Rita Sherpa (Thami, Khumbu)",Nepal,M,30,No,No,Nepal,1988,Aut,Oct,14,12:50
258,EVER,Lydia Margaret Bakewell Bradey,New Zealand,F,27,No,No,Nepal,1988,Aut,Oct,14,17:00
259,EVER,Jozef Just,Czechoslovakia,M,33,No,Yes,Nepal,1988,Aut,Oct,17,13:40
260,EVER,Stipe Bozic,Yugoslavia,M,38,Yes,No,Nepal,1989,Spr,May,10,17:30
261,EVER,Viktor (Viki) Groselj,Yugoslavia,M,36,Yes,No,Nepal,1989,Spr,May,10,17:30
262,EVER,Dimitar Ilievski,Yugoslavia,M,35,Yes,Yes,Nepal,1989,Spr,May,10,17:30
263,EVER,"Ajiwa Sherpa (Thami, Khumbu)",Nepal,M,35,Yes,No,Nepal,1989,Spr,May,10,17:30
264,EVER,"Sonam Tshering Sherpa (Beding, Dolakha)",Nepal,M,29,No,No,Nepal,1989,Spr,May,10,17:30
265,EVER,"Dawa Norbu (Ang Danu) Sherpa (Khunde, Khumbu)",Nepal,M,29,Yes,No,Nepal,1989,Spr,May,16,15:30
266,EVER,"Phu Dorje Sherpa (Pangboche, Khumbu)",Nepal,M,26,Yes,Yes,Nepal,1989,Spr,May,16,15:30
267,EVER,Ricardo Torres Nava,Mexico,M,34,Yes,No,Nepal,1989,Spr,May,16,15:30
268,EVER,Adrian (Aid) Burgess,UK,M,40,Yes,No,Nepal,1989,Spr,May,24,7:00
269,EVER,"Lhakpa Nuru (Ang Lhakpa) Sherpa (Khunde, Khumbu)",Nepal,M,25,Yes,No,Nepal,1989,Spr,May,24,7:00
270,EVER,"Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)",Nepal,M,28,Yes,No,Nepal,1989,Spr,May,24,7:00
271,EVER,Roderick (Roddy) MacKenzie,Australia,M,27,Yes,No,Nepal,1989,Spr,May,24,7:30
272,EVER,Eugeniusz (Genek) Chrobak,Poland,M,49,Yes,Yes,Nepal,1989,Spr,May,24,20:00
273,EVER,Andrzej Marciniak,Poland,M,30,Yes,No,Nepal,1989,Spr,May,24,20:00
274,EVER,Carlos Miguel Carsolio Larrea,Mexico,M,27,No,No,Nepal,1989,Aut,Oct,13,12:30
275,EVER,Kwang-Je Cho,S Korea,M,25,Yes,No,Nepal,1989,Aut,Oct,13,12:30
276,EVER,Toichiro Mitani,Japan,M,33,Yes,No,Nepal,1989,Aut,Oct,13,12:30
277,EVER,Hiroshi Ohnishi,Japan,M,27,Yes,No,Nepal,1989,Aut,Oct,13,12:30
278,EVER,"Chuldim (Chuldim Dorje) Sherpa (Khumjung, Khumbu)",Nepal,M,25,Yes,No,Nepal,1989,Aut,Oct,13,12:30
279,EVER,"Tchiring Chumbi (Tchiring Thebe) Sherpa (Nupri (Gorkha), Gandaki Zone)",Nepal,M,36,Yes,No,Nepal,1989,Aut,Oct,13,12:30
280,EVER,Atsushi Yamamoto,Japan,M,27,Yes,No,Nepal,1989,Aut,Oct,13,12:30
281,EVER,Sang-Yong Chung,S Korea,M,24,Yes,No,Nepal,1989,Aut,Oct,23,12:30
282,EVER,"Nima Rita Sherpa (Thami, Khumbu)",Nepal,M,31,No,No,Nepal,1989,Aut,Oct,23,12:30
283,EVER,"Nurbu Jangbu Sherpa (Ghat, Khumbu)",Nepal,M,35,No,No,Nepal,1989,Aut,Oct,23,12:30
284,EVER,Top Bahadur Khatri,Nepal,M,31,Yes,No,Nepal,1990,Spr,Apr,23,17:15
285,EVER,"Ang Kami Sherpa (Tsermadingma, Solukhumbu)",Nepal,M,38,Yes,No,Nepal,1990,Spr,Apr,23,17:15
286,EVER,"Ang Rita Sherpa (Yilajung, Khumbu)",Nepal,M,41,No,No,Nepal,1990,Spr,Apr,23,17:15
287,EVER,"Pasang Norbu/Nurbu Sherpa (Namche Bazar, Khumbu)",Nepal,M,35,Yes,No,Nepal,1990,Spr,Apr,23,17:15
288,EVER,Sergei Anatolievich Arsentiev,USSR,M,31,No,No,China,1990,Spr,May,7,
289,EVER,Grigori Luniakov,USSR,M,35,No,No,China,1990,Spr,May,7,
290,EVER,Da Chimi (Da Qimi) ,China,M,32,Yes,No,China,1990,Spr,May,7,13:13
291,EVER,Gyalbu (Jiabu) ,China,M,30,Yes,No,China,1990,Spr,May,7,13:13
292,EVER,Steve Gall,USA,M,32,Yes,No,China,1990,Spr,May,7,13:13
293,EVER,Robert Chandler Link,USA,M,32,Yes,No,China,1990,Spr,May,7,13:13
294,EVER,Mstislav Gorbenko,USSR,M,42,Yes,No,China,1990,Spr,May,8,
295,EVER,Andrei Tselischev,USSR,M,26,No,No,China,1990,Spr,May,8,
296,EVER,Edmund Karl (Ed) Viesturs,USA,M,30,No,No,China,1990,Spr,May,8,
297,EVER,Dachung (Daqiong) ,China,M,27,Yes,No,China,1990,Spr,May,9,
298,EVER,Guisang (Kuisang) ,China,F,32,Yes,No,China,1990,Spr,May,9,
299,EVER,"Lhotse (Luoze, Lodue) ",China,M,27,Yes,No,China,1990,Spr,May,9,
300,EVER,Ren Na ,China,M,23,Yes,No,China,1990,Spr,May,9,
301,EVER,Ian Richard Wade,USA,M,43,Yes,No,China,1990,Spr,May,9,
302,EVER,Wangyal (Wangjia) ,China,M,33,Yes,No,China,1990,Spr,May,10,
303,EVER,Ervand Tikhonovich Ilyinski,USSR,M,49,Yes,No,China,1990,Spr,May,10,
304,EVER,Ekaterina Ivanova,USSR,F,27,Yes,No,China,1990,Spr,May,10,
305,EVER,Anatoli Moshnikov,USSR,M,37,No,No,China,1990,Spr,May,10,
306,EVER,Alexander Tokarev,USSR,M,30,Yes,No,China,1990,Spr,May,10,
307,EVER,Mark Scott Tucker,USA,M,32,Yes,No,China,1990,Spr,May,10,
308,EVER,Peter George (Pete) Athans,USA,M,33,Yes,No,Nepal,1990,Spr,May,10,7:15
309,EVER,Michael F. (Mike) Browning,USA,M,37,Yes,No,Nepal,1990,Spr,May,10,7:15
310,EVER,Dana Quentin Coffield,USA,M,32,Yes,No,Nepal,1990,Spr,May,10,7:15
311,EVER,Brent V. Manning,USA,M,40,Yes,No,Nepal,1990,Spr,May,10,7:15
312,EVER,Glenn Edward Porzak,USA,M,41,Yes,No,Nepal,1990,Spr,May,10,7:15
313,EVER,"Ang Jangbu Sherpa (Phortse, Khumbu)",Nepal,M,28,Yes,No,Nepal,1990,Spr,May,10,7:15
314,EVER,"Da Nuru (Dawa Nuru/Norbu) Sherpa (Phortse, Khumbu)",Nepal,M,30,Yes,No,Nepal,1990,Spr,May,10,7:15
315,EVER,"Nima Tashi Sherpa (Pangboche, Khumbu)",Nepal,M,30,Yes,No,Nepal,1990,Spr,May,10,7:15
316,EVER,Gary Ian Ball,New Zealand,M,37,Yes,No,Nepal,1990,Spr,May,10,8:45
317,EVER,Robert Edwin (Rob) Hall,New Zealand,M,29,Yes,No,Nepal,1990,Spr,May,10,8:45
318,EVER,Peter Edmund Hillary,New Zealand,M,35,Yes,No,Nepal,1990,Spr,May,10,8:45
319,EVER,"Apa (Appa) Sherpa (Thami Og, Khumbu)",Nepal,M,30,Yes,No,Nepal,1990,Spr,May,10,10:00
320,EVER,Rudy Van Snick,Belgium,M,34,Yes,No,Nepal,1990,Spr,May,10,10:00
321,EVER,Timothy John Macartney-Snape,Australia,M,34,No,No,Nepal,1990,Spr,May,11,9:45
322,EVER,Andrew Atis (Andy) Lapkass,USA,M,32,Yes,No,Nepal,1990,Spr,May,11,10:00
323,EVER,Mikael Reutersward,Sweden,M,25,Yes,No,Nepal,1990,Spr,May,11,11:00
324,EVER,Oskar Khilborg,Sweden,M,26,Yes,No,Nepal,1990,Spr,May,11,14:00
325,EVER,Stewart Alexander (Alex) Lowe,USA,M,31,Yes,No,Nepal,1990,Aut,Oct,4,12:30
326,EVER,Daniel George (Dan) Culver,Canada,M,38,Yes,No,Nepal,1990,Aut,Oct,4,14:00
327,EVER,Yves Adrien Jean Salino,France,M,29,Yes,No,Nepal,1990,Aut,Oct,4,14:45
328,EVER,"Ang Temba Sherpa (Beding, Dolakha)",Nepal,M,31,Yes,No,Nepal,1990,Aut,Oct,5,10:30
329,EVER,Hooman Nmi Aprin,USA,M,44,Yes,No,Nepal,1990,Aut,Oct,5,10:40
330,EVER,Erik Decamp,France,M,36,Yes,No,Nepal,1990,Aut,Oct,5,12:00
331,EVER,"Nawang Thile (Pemba Dorje) Sherpa (Beding, Dolakha)",Nepal,M,37,Yes,No,Nepal,1990,Aut,Oct,5,12:00
332,EVER,"Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)",Nepal,M,30,Yes,No,Nepal,1990,Aut,Oct,5,12:00
333,EVER,Marc Batard,France,M,38,No,No,Nepal,1990,Aut,Oct,5,16:50
334,EVER,Christine Janin,France,F,33,Yes,No,Nepal,1990,Aut,Oct,5,16:50
335,EVER,Pascal Tournaire,France,M,31,Yes,No,Nepal,1990,Aut,Oct,5,16:50
336,EVER,Jin-Young Bok,S Korea,M,29,Yes,No,Nepal,1990,Aut,Oct,6,6:00
337,EVER,Jae-Soo Kim,S Korea,M,29,Yes,No,Nepal,1990,Aut,Oct,6,6:00
338,EVER,Chang-Woo Park,S Korea,M,26,Yes,No,Nepal,1990,Aut,Oct,6,6:00
339,EVER,"Dawa Sange Sherpa (Ghat, Khumbu)",Nepal,M,25,Yes,No,Nepal,1990,Aut,Oct,6,8:00
340,EVER,"Pemba Dorje Sherpa (Pangboche, Khumbu)",Nepal,M,29,Yes,No,Nepal,1990,Aut,Oct,6,8:00
341,EVER,"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",Nepal,M,25,Yes,No,Nepal,1990,Aut,Oct,6,9:00
342,EVER,"Ang Phurba Sherpa (Beding, Dolakha)",Nepal,M,42,Yes,No,Nepal,1990,Aut,Oct,7,
343,EVER,"Nima Dorje (Dorje) Sherpa (Beding, Dolakha)",Nepal,M,35,Yes,No,Nepal,1990,Aut,Oct,7,
344,EVER,Bertrand (Zebulon) Roche,France,M,17,Yes,No,Nepal,1990,Aut,Oct,7,10:30
345,EVER,Jean-Noel Roche,France,M,40,Yes,No,Nepal,1990,Aut,Oct,7,10:30
346,EVER,Alain Joel Desez,France,M,30,Yes,No,Nepal,1990,Aut,Oct,7,12:10
347,EVER,"Phinzo Sherpa (Beding, Dolakha)",Nepal,M,NaN,Yes,No,Nepal,1990,Aut,Oct,7,12:30
348,EVER,Denis Pivot,France,M,31,Yes,No,Nepal,1990,Aut,Oct,7,12:40
349,EVER,"Lhakpa Rita Sherpa (Thami, Khumbu)",Nepal,M,24,Yes,No,Nepal,1990,Aut,Oct,7,13:10
350,EVER,Andrej Stremfelj,Yugoslavia,M,33,Yes,No,Nepal,1990,Aut,Oct,7,13:10
351,EVER,Marija Stremfelj,Yugoslavia,F,33,Yes,No,Nepal,1990,Aut,Oct,7,13:10
352,EVER,Janez Jeglic,Yugoslavia,M,29,Yes,No,Nepal,1990,Aut,Oct,7,13:35
353,EVER,Rene De Bos,Netherlands,M,31,Yes,No,Nepal,1990,Aut,Oct,7,14:00
354,EVER,Catherine J. Gibson,USA,F,35,Yes,No,Nepal,1990,Aut,Oct,7,14:30
355,EVER,Aleksei Kransnokutsky,USSR,M,40,Yes,No,Nepal,1990,Aut,Oct,7,14:30
356,EVER,"Ang Temba Sherpa (Khunde, Khumbu)",Nepal,M,24,Yes,No,Nepal,1991,Spr,May,8,9:00
357,EVER,"Apa (Appa) Sherpa (Thami Og, Khumbu)",Nepal,M,31,Yes,No,Nepal,1991,Spr,May,8,9:00
358,EVER,"Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)",Nepal,M,30,Yes,No,Nepal,1991,Spr,May,8,9:00
359,EVER,Peter George (Pete) Athans,USA,M,34,Yes,No,Nepal,1991,Spr,May,8,10:00
360,EVER,George James Dunn,USA,M,37,Yes,No,China,1991,Spr,May,15,
361,EVER,Andrew James (Andy) Politz,USA,M,31,Yes,No,China,1991,Spr,May,15,
362,EVER,"Ang Dawa Sherpa (Lumsa, Tapting, Solukhumbu)",Nepal,M,26,Yes,No,China,1991,Spr,May,15,
363,EVER,"Gyalbu Sherpa (Beding, Dolakha)",Nepal,M,26,Yes,No,China,1991,Spr,May,15,
364,EVER,"Lhakpa Dorje Sherpa (Khunde, Khumbu)",Nepal,M,35,Yes,No,China,1991,Spr,May,15,
365,EVER,"Mingma Norbu/Nuru Sherpa (Beding, Dolakha)",Nepal,M,20,Yes,No,China,1991,Spr,May,15,
366,EVER,Robert (Bob) Sloezen,USA,M,37,Yes,No,China,1991,Spr,May,15,
367,EVER,Yves Laforest,Canada,M,35,Yes,No,Nepal,1991,Spr,May,15,8:35
368,EVER,Mark Alan Richey,USA,M,33,Yes,No,Nepal,1991,Spr,May,15,8:35
369,EVER,Richard French (Rick) Wilcox,USA,M,43,Yes,No,Nepal,1991,Spr,May,15,9:45
370,EVER,Barry J. Rugo,USA,M,32,Yes,No,Nepal,1991,Spr,May,15,10:05
371,EVER,Eric Robb Simonson,USA,M,36,Yes,No,China,1991,Spr,May,15,12:30
372,EVER,Edmund Karl (Ed) Viesturs,USA,M,31,Yes,No,Nepal,1991,Spr,May,15,14:20
373,EVER,Michael (Mike) Perry,New Zealand,M,35,Yes,No,China,1991,Spr,May,17,
374,EVER,Leopold Sulovsky,Czechoslovakia,M,37,No,No,China,1991,Spr,May,17,15:25
375,EVER,Battistino (Battista) Bonali,Italy,M,28,No,No,China,1991,Spr,May,17,15:45
376,EVER,Lars (Lasse) Cronlund,Sweden,M,37,Yes,No,China,1991,Spr,May,20,15:00
377,EVER,Brent T. Okita,USA,M,30,Yes,No,China,1991,Spr,May,21,
378,EVER,Mark Anthony Whetu,New Zealand,M,31,Yes,No,China,1991,Spr,May,21,
379,EVER,"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",Nepal,M,25,Yes,No,China,1991,Spr,May,22,11:30
380,EVER,"Chuldin Temba (Chuldim) Sherpa (Zarok, Khumbu)",Nepal,M,28,Yes,No,China,1991,Spr,May,22,11:30
381,EVER,Ronald Gregory (Greg) Wilson,USA,M,34,Yes,No,China,1991,Spr,May,24,
382,EVER,Junichi Futagami,Japan,M,39,Yes,Yes,China,1991,Spr,May,27,13:00
383,EVER,Muneo Nukita,Japan,M,40,Yes,No,China,1991,Spr,May,27,13:00
384,EVER,"Nima Dorje (Dorje) Sherpa (Beding, Dolakha)",Nepal,M,36,Yes,No,China,1991,Spr,May,27,13:00
385,EVER,"Phinzo Norbu (Phinzo) Sherpa (Beding, Dolakha)",Nepal,M,32,Yes,No,China,1991,Spr,May,27,13:00
386,EVER,Jose Antonio (Pepe) Garces Galindo,Spain,M,34,Yes,No,Nepal,1991,Aut,Oct,6,
387,EVER,Francisco Jose (Coque) Perez Laffont,Spain,M,31,Yes,No,Nepal,1991,Aut,Oct,6,
388,EVER,Antonio Ubieto Austern,Spain,M,35,Yes,No,Nepal,1991,Aut,Oct,6,
389,EVER,Rafael Vidaurre Garayo,Spain,M,39,Yes,No,Nepal,1991,Aut,Oct,6,
390,EVER,Anatoli Boukreev,USSR,M,33,No,No,Nepal,1991,Aut,Oct,7,15:00
391,EVER,Vladimir Sergeevich Balyberdin,USSR,M,42,No,No,Nepal,1991,Aut,Oct,7,17:30
392,EVER,Roman Giutachvilli,USSR,M,40,Yes,No,Nepal,1991,Aut,Oct,10,17:20
393,EVER,Daniel Lee (Dan) Mazur,USA,M,30,Yes,No,Nepal,1991,Aut,Oct,10,17:20
394,EVER,Kanahiya Lal Pokhriyal,India,M,42,Yes,No,Nepal,1992,Spr,May,10,16:05
395,EVER,Sunil Dutta Sharma,India,M,29,Yes,No,Nepal,1992,Spr,May,10,16:05
396,EVER,Prem Singh,India,M,27,Yes,No,Nepal,1992,Spr,May,10,16:05
397,EVER,Louis M. Bowen,USA,M,43,Yes,No,Nepal,1992,Spr,May,12,
398,EVER,Mohan Singh Gunjyal,India,M,39,Yes,No,Nepal,1992,Spr,May,12,
399,EVER,Skip Horner,USA,M,44,Yes,No,Nepal,1992,Spr,May,12,
400,EVER,"Dawa Temba Sherpa (Thamo, Khumbu)",Nepal,M,26,Yes,No,Nepal,1992,Spr,May,12,
401,EVER,"Gyalzen (Ang Gyalzen) Sherpa (Phurte, Khumbu)",Nepal,M,39,Yes,No,Nepal,1992,Spr,May,12,
402,EVER,Lobsang (Deepak) Sherpa,India,M,24,Yes,No,Nepal,1992,Spr,May,12,
403,EVER,Wangchuk Sherpa,India,M,27,Yes,No,Nepal,1992,Spr,May,12,
404,EVER,Vernon Edward (Vern) Tejas,USA,M,39,Yes,No,Nepal,1992,Spr,May,12,
405,EVER,Santosh Yadav,India,F,24,Yes,No,Nepal,1992,Spr,May,12,
406,EVER,Ingrid M. Baeyens,Belgium,F,36,Yes,No,Nepal,1992,Spr,May,12,10:30
407,EVER,Gary Ian Ball,New Zealand,M,39,Yes,No,Nepal,1992,Spr,May,12,10:30
408,EVER,Yick-Kai Chan,Hong Kong,M,33,Yes,No,Nepal,1992,Spr,May,12,10:30
409,EVER,Edmund Guy Cotter,New Zealand,M,29,Yes,No,Nepal,1992,Spr,May,12,10:30
410,EVER,Randall C. Danta,USA,M,42,Yes,No,Nepal,1992,Spr,May,12,10:30
411,EVER,Doron Meir Erel,Israel,M,32,Yes,No,Nepal,1992,Spr,May,12,10:30
412,EVER,Edward (Ned) Gillette,USA,M,47,Yes,No,Nepal,1992,Spr,May,12,10:30
413,EVER,Robert Edwin (Rob) Hall,New Zealand,M,31,Yes,No,Nepal,1992,Spr,May,12,10:30
414,EVER,Douglas Lyle (Doug) Mantle,USA,M,42,Yes,No,Nepal,1992,Spr,May,12,10:30
415,EVER,"Ang Dawa Sherpa (Lumsa, Tapting, Solukhumbu)",Nepal,M,27,Yes,No,Nepal,1992,Spr,May,12,10:30
416,EVER,"Apa (Appa) Sherpa (Thami Og, Khumbu)",Nepal,M,32,Yes,No,Nepal,1992,Spr,May,12,10:30
417,EVER,"Chuldim Dorje (Ang Dorje) Sherpa (Pangboche, Khumbu)",Nepal,M,27,Yes,No,Nepal,1992,Spr,May,12,10:30
418,EVER,"Sonam Tshering Sherpa (Beding, Dolakha)",Nepal,M,32,Yes,No,Nepal,1992,Spr,May,12,10:30
419,EVER,"Tashi Tshering Sherpa (Pangboche, Khumbu)",Nepal,M,22,Yes,No,Nepal,1992,Spr,May,12,10:30
420,EVER,Sange Muktuk Sherpa,India,M,27,Yes,No,Nepal,1992,Spr,May,12,11:15
421,EVER,Ronald Naar,Netherlands,M,37,Yes,No,Nepal,1992,Spr,May,12,11:30
422,EVER,Edmond Ignatius Oefner,Netherlands,M,33,Yes,No,Nepal,1992,Spr,May,12,11:30
423,EVER,"Dawa Tashi Sherpa (Beding, Dolakha)",Nepal,M,28,Yes,No,Nepal,1992,Spr,May,12,11:30
424,EVER,"Nima Temba Sherpa (Beding, Dolakha)",Nepal,M,32,Yes,No,Nepal,1992,Spr,May,12,11:30
425,EVER,Ivan T. Dusharin,USSR,M,44,Yes,No,Nepal,1992,Spr,May,12,11:45
426,EVER,Alexander Gerasimov,USSR,M,38,Yes,No,Nepal,1992,Spr,May,12,11:45
427,EVER,Ilia Sabelnikov,USSR,M,28,Yes,No,Nepal,1992,Spr,May,12,11:45
428,EVER,Andrei Volkov,USSR,M,31,Yes,No,Nepal,1992,Spr,May,12,11:45
429,EVER,Fedor Konyukhov,USSR,M,40,Yes,No,Nepal,1992,Spr,May,14,13:00
430,EVER,Sergei Penzov,USSR,M,41,Yes,No,Nepal,1992,Spr,May,14,13:00
431,EVER,Evgeni Vinogradski,USSR,M,45,Yes,No,Nepal,1992,Spr,May,14,13:00
432,EVER,Vladimir Zakharov,USSR,M,38,Yes,No,Nepal,1992,Spr,May,14,13:00
433,EVER,Peter George (Pete) Athans,USA,M,35,Yes,No,Nepal,1992,Spr,May,15,
434,EVER,Randy Todd Burleson,USA,M,32,Yes,No,Nepal,1992,Spr,May,15,
435,EVER,Keith Graham Kerr,UK,M,40,Yes,No,Nepal,1992,Spr,May,15,
436,EVER,Hugh W. Morton,USA,M,44,Yes,No,Nepal,1992,Spr,May,15,
437,EVER,"Ang Phuri Sherpa (Sallung (Beni), Solukhumbu)",Nepal,M,35,Yes,No,Nepal,1992,Spr,May,15,
438,EVER,"Dorje (Dorje Lambu, Big Dorje) Sherpa (Thamo, Khumbu)",Nepal,M,26,Yes,No,Nepal,1992,Spr,May,15,
439,EVER,"Lhakpa Rita Sherpa (Thami, Khumbu)",Nepal,M,25,Yes,No,Nepal,1992,Spr,May,15,
440,EVER,"Man Bahadur (Gopal) Tamang (Jaidu, Salleri, Solukhumbu)",Nepal,M,32,Yes,No,Nepal,1992,Spr,May,15,
441,EVER,Christian Garcia-Huidobro Valdivieso,Chile,M,31,Yes,No,China,1992,Spr,May,15,10:30
442,EVER,Rodrigo Hernan Jordan Fuchs,Chile,M,32,Yes,No,China,1992,Spr,May,15,11:20
443,EVER,Francisco Jose (Curro) Gan Pampols,Spain,M,34,Yes,No,Nepal,1992,Spr,May,15,11:50
444,EVER,Alfonso Juez Reoyo,Spain,M,38,Yes,No,Nepal,1992,Spr,May,15,11:50
445,EVER,Ramon Portilla Blanco,Spain,M,34,Yes,No,Nepal,1992,Spr,May,15,11:50
446,EVER,Jonathan C. Pratt,UK,M,33,Yes,No,Nepal,1992,Spr,May,15,12:00
447,EVER,Mauricio Ramon Purto Arab,Chile,M,30,Yes,No,Nepal,1992,Spr,May,15,12:00
448,EVER,"Ang Rita Sherpa (Yilajung, Khumbu)",Nepal,M,43,No,No,Nepal,1992,Spr,May,15,12:00
449,EVER,"Lhakpa Nuru Sherpa (Kharikhola, Solukhumbu)",Nepal,M,26,Yes,No,Nepal,1992,Spr,May,15,12:15
450,EVER,"Pemba Norbu/Nuru Sherpa (Monjo, Khumbu)",Nepal,M,NaN,Yes,No,Nepal,1992,Spr,May,15,12:15
451,EVER,Juan Sebastian Montes Porcile,Chile,M,24,Yes,No,China,1992,Spr,May,15,13:00
452,EVER,Juan Maria (Pitxi) Eguillor Ulzurrun,Spain,M,44,Yes,No,Nepal,1992,Aut,Sep,25,15:00
453,EVER,Francisco Jose (Patxi) Fernandez Elizalde,Spain,M,32,Yes,No,Nepal,1992,Aut,Sep,25,15:00
454,EVER,Alberto Inurrategi Iriarte,Spain,M,23,No,No,Nepal,1992,Aut,Sep,25,15:10
455,EVER,Felix Inurrategi Iriarte,Spain,M,25,No,No,Nepal,1992,Aut,Sep,25,15:10
456,EVER,Lorenzo Mazzoleni,Italy,M,25,Yes,No,Nepal,1992,Aut,Sep,28,14:00
457,EVER,Mario Luciano Panzeri,Italy,M,28,No,No,Nepal,1992,Aut,Sep,28,14:00
458,EVER,Giuseppe Petigaz,Italy,M,42,Yes,No,Nepal,1992,Aut,Sep,28,14:00
459,EVER,Pierre Alain Royer,France,M,36,Yes,No,Nepal,1992,Aut,Sep,28,14:00
460,EVER,"Lhakpa Nuru Sherpa (Kharikhola, Solukhumbu)",Nepal,M,27,Yes,No,Nepal,1992,Aut,Sep,28,14:00
461,EVER,Benoit Chamoux,France,M,31,Yes,No,Nepal,1992,Aut,Sep,29,10:00
462,EVER,Oswald Santin,Italy,M,30,Yes,No,Nepal,1992,Aut,Sep,29,10:00
463,EVER,Abele Blanc,Italy,M,38,Yes,No,Nepal,1992,Aut,Sep,30,
464,EVER,Giampietro Verza,Italy,M,35,Yes,No,Nepal,1992,Aut,Sep,30,
465,EVER,Jesus Maria (Josu) Bereziartua Etxaniz,Spain,M,32,Yes,No,Nepal,1992,Aut,Oct,1,8:50
466,EVER,Eugene Berger,Luxembourg,M,31,Yes,No,Nepal,1992,Aut,Oct,1,13:00
467,EVER,Mikel Reparaz Chacon,Spain,M,29,Yes,No,Nepal,1992,Aut,Oct,3,12:10
468,EVER,Juan Antonio Tomas Guiterrez,Spain,M,36,Yes,No,Nepal,1992,Aut,Oct,3,12:10
469,EVER,Pedro Jose Tous Roldan,Spain,M,29,Yes,No,Nepal,1992,Aut,Oct,3,12:10
470,EVER,Ralf Dujmovits,Germany,M,30,Yes,No,Nepal,1992,Aut,Oct,4,9:07
471,EVER,"Sonam Tshering Sherpa (Beding, Dolakha)",Nepal,M,32,Yes,No,Nepal,1992,Aut,Oct,4,9:07
472,EVER,Michel Vincent,France,M,43,Yes,No,Nepal,1992,Aut,Oct,7,9:30
473,EVER,Pierre Aubertin,France,M,27,Yes,No,Nepal,1992,Aut,Oct,9,
474,EVER,Thierry Defrance,France,M,31,Yes,No,Nepal,1992,Aut,Oct,9,
475,EVER,Philippe Grenier,France,M,38,Yes,No,Nepal,1992,Aut,Oct,9,
476,EVER,Michel Pelle,France,M,45,Yes,No,Nepal,1992,Aut,Oct,9,
477,EVER,Alain Roussey,France,M,28,Yes,No,Nepal,1992,Aut,Oct,9,
478,EVER,"Kaji (Pasang Kaji, Pasang Kami) Sherpa (Loding Tamakhani, Solukhumbu)",Nepal,M,29,Yes,No,Nepal,1992,Aut,Oct,9,7:30
479,EVER,Alfonso (Poncho) De La Parra Cubells,Mexico,M,29,Yes,No,Nepal,1992,Aut,Oct,9,7:35
480,EVER,Wallace Wayne (Wally) Berg,USA,M,37,Yes,No,Nepal,1992,Aut,Oct,9,8:00
481,EVER,"Apa (Appa) Sherpa (Thami Og, Khumbu)",Nepal,M,32,Yes,No,Nepal,1992,Aut,Oct,9,8:00
482,EVER,Augusto Ortega,Peru,M,34,Yes,No,Nepal,1992,Aut,Oct,9,9:00
483,EVER,Scott C. Darsney,USA,M,31,Yes,No,Nepal,1992,Aut,Oct,9,12:00
484,EVER,Young-Ho Heo,S Korea,M,38,Yes,No,China,1993,Spr,Apr,13,13:30
485,EVER,"Ngati Sherpa (Phortse, Khumbu)",Nepal,M,24,Yes,No,China,1993,Spr,Apr,13,13:30
486,EVER,"Dawa Tashi Sherpa (Beding, Dolakha)",Nepal,M,29,Yes,No,Nepal,1993,Spr,Apr,22,14:30
487,EVER,"Lhakpa Nuru Sherpa (Kharikhola, Solukhumbu)",Nepal,M,27,Yes,No,Nepal,1993,Spr,Apr,22,14:30
488,EVER,"Nawang Thile (Pemba Dorje) Sherpa (Beding, Dolakha)",Nepal,M,40,Yes,No,Nepal,1993,Spr,Apr,22,14:30
489,EVER,"Pasang Lhamu Sherpa (Surke, Khumbu & Kathmandu)",Nepal,F,30,Yes,Yes,Nepal,1993,Spr,Apr,22,14:30
490,EVER,"Pemba Norbu/Nuru Sherpa (Monjo, Khumbu)",Nepal,M,NaN,Yes,No,Nepal,1993,Spr,Apr,22,14:30
